Gender ,Agegrp_v2,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,65-79,Other,1033457,350945,330397,260384,,,,,
Female,65-79,Unknown,116637,60401,42098,14706,,,,,
Female,65-79,White,1667830,639451,583484,373752,,,,,
Female,80+,Asian,23347,9321,7882,5112,,,,,
Female,80+,Black,62062,24174,21714,14148,,,,,
Female,80+,Hispanic,215919,87831,74272,46141,,,,,
Female,80+,Other,333477,115225,107457,82683,,,,,
Female,80+,Unknown,43793,22925,15852,4953,,,,,
Female,80+,White,496694,189672,172211,113714,,,,,
Female,Unknown,Asian,68,54,14,0,,,,,
Female,Unknown,Black,133,107,26,0,,,,,
Female,Unknown,Hispanic,751,636,114,,,,,,
Female,Unknown,Other,142,114,28,0,,,,,
Female,Unknown,Unknown,692,607,85,0,,,,,
Female,Unknown,White,496,397,99,0,,,,,
Male, 6mo-4yr,Asian,2283,2185,7,0,,,,,
Male, 6mo-4yr,Black,927,896,,0,,,,,
Male, 6mo-4yr,Hispanic,8682,8347,21,0,,,,,
Male, 6mo-4yr,Other,1273,1204,5,0,,,,,
Male, 6mo-4yr,Unknown,592,570,5,0,,,,,
Male, 6mo-4yr,White,6952,6676,21,0,,,,,
Male,2022-05-11 00:00:00,Asian,63201,33160,27724,2293,,,,,
Male,2022-05-11 00:00:00,Black,47725,26401,20296,1016,,,,,
Male,2022-05-11 00:00:00,Hispanic,518100,314689,193355,9934,,,,,
Male,2022-05-11 00:00:00,Other,181445,97039,77119,7229,,,,,
Male,2022-05-11 00:00:00,Unknown,34483,21887,12236,359,,,,,
Male,2022-05-11 00:00:00,White,152218,81363,64574,6233,,,,,
Male,2022-12-15 00:00:00,Asian,55101,25767,22803,6491,,,,,
Male,2022-12-15 00:00:00,Black,74348,38197,31584,4536,,,,,
Male,2022-12-15 00:00:00,Hispanic,597036,324496,236779,35598,,,,,
Male,2022-12-15 00:00:00,Other,252526,123328,106402,22566,,,,,
Male,2022-12-15 00:00:00,Unknown,24217,14774,8670,777,,,,,
Male,2022-12-15 00:00:00,White,203849,102075,85519,16157,,,,,
Male,16-49,Asian,706126,332789,284376,123033,,,,,
Male,16-49,Black,763557,384670,319885,84996,,,,,
Male,16-49,Hispanic,3893350,2039889,1620012,404429,,,,,
Male,16-49,Other,1599934,764908,653011,241768,,,,,
Male,16-49,Unknown,421592,260961,161243,24131,,,,,
Male,16-49,White,2798077,1381612,1184694,370680,,,,,
Male,50-64,Asian,227862,95418,84081,48698,,,,,
Male,50-64,Black,422892,183983,162535,79609,,,,,
Male,50-64,Hispanic,1478817,662650,564967,261756,,,,,
Male,50-64,Other,870137,346313,314894,187801,,,,,
Male,50-64,Unknown,170854,94585,66260,17111,,,,,
Male,50-64,White,1758379,774023,690489,317464,,,,,
Male,65-79,Asian,105886,41520,35151,23767,,,,,
Male,65-79,Black,197575,76571,68447,45434,,,,,
Male,65-79,Hispanic,701415,280089,241241,154830,,,,,
Male,65-79,Other,815342,279020,260995,204058,,,,,
Male,65-79,Unknown,104732,54506,37966,13183,,,,,
Male,65-79,White,1457813,566733,511984,322236,,,,,
Male,80+,Asian,18906,7214,6185,4320,,,,,
Male,80+,Black,28744,11377,9860,6465,,,,,
Male,80+,Hispanic,131432,52808,44679,28749,,,,,
Male,80+,Other,204879,69051,64134,51802,,,,,
Male,80+,Unknown,28990,15368,10228,3328,,,,,
Male,80+,White,358078,135657,121522,82709,,,,,
Male,Unknown,Asian,60,46,14,0,,,,,
Male,Unknown,Black,97,78,19,0,,,,,
Male,Unknown,Hispanic,697,591,106,0,,,,,
Male,Unknown,Other,115,91,24,0,,,,,
Male,Unknown,Unknown,491,432,59,0,,,,,
Male,Unknown,White,419,343,76,0,,,,,
Unknown, 6mo-4yr,Asian,1,1,,0,,,,,
Unknown, 6mo-4yr,Hispanic,3,3,,0,,,,,
Unknown, 6mo-4yr,Other,9,8,,0,,,,,
Unknown, 6mo-4yr,Unknown,5,5,,0,,,,,
Unknown,2022-05-11 00:00:00,Asian,36,24,12,0,,,,,
Unknown,2022-05-11 00:00:00,Black,11,7,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,813,700,112,,,,,,
Unknown,2022-05-11 00:00:00,Other,91,67,23,,,,,,
Unknown,2022-05-11 00:00:00,Unknown,137,90,45,,,,,,
Unknown,2022-05-11 00:00:00,White,44,31,10,,,,,,
Unknown,2022-12-15 00:00:00,Asian,29,17,9,,,,,,
Unknown,2022-12-15 00:00:00,Black,36,22,14,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,751,671,82,0,,,,,
Unknown,2022-12-15 00:00:00,Other,119,78,38,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,131,110,20,,,,,,
Unknown,2022-12-15 00:00:00,White,124,79,42,,,,,,
Unknown,16-49,Asian,1424,794,610,105,,,,,
Unknown,16-49,Black,1565,892,696,69,,,,,
Unknown,16-49,Hispanic,13427,8425,6456,562,,,,,
Unknown,16-49,Other,10411,6387,4455,378,,,,,
Unknown,16-49,Unknown,5713,3540,2274,213,,,,,
Unknown,16-49,White,7305,4040,3335,269,,,,,
Unknown,50-64,Asian,614,318,256,59,,,,,
Unknown,50-64,Black,676,359,291,64,,,,,
Unknown,50-64,Hispanic,6232,3286,2838,431,,,,,
Unknown,50-64,Other,6271,3638,2697,314,,,,,
Unknown,50-64,Unknown,1850,1065,749,148,,,,,
Unknown,50-64,White,3900,2087,1769,172,,,,,
Unknown,65-79,Asian,429,201,163,58,,,,,
Unknown,65-79,Black,383,195,154,46,,,,,
Unknown,65-79,Hispanic,3045,1590,1288,254,,,,,
Unknown,65-79,Other,3835,2191,1543,247,,,,,
Unknown,65-79,Unknown,1141,632,421,98,,,,,
Unknown,65-79,White,2897,1536,1249,158,,,,,
Unknown,80+,Asian,109,57,41,8,,,,,
Unknown,80+,Black,105,61,38,11,,,,,
Unknown,80+,Hispanic,743,399,312,54,,,,,
Unknown,80+,Other,960,607,339,46,,,,,
Unknown,80+,Unknown,378,241,123,19,,,,,
Unknown,80+,White,832,468,332,49,,,,,
Unknown,Unknown,Asian,1,1,,0,,,,,
Unknown,Unknown,Hispanic,5,5,,0,,,,,
Unknown,Unknown,Other,68,63,5,0,,,,,
Unknown,Unknown,Unknown,13,12,1,0,,,,,
Unknown,Unknown,White,17,16,1,0,,,,,
Grand Total,Total,Total,46056086,21320948,17839973,7178508,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
