Gender ,Agegrp_v2,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,65-79,Unknown,115535,59790,41460,14486,,,,,
Female,65-79,White,1686525,639809,583995,377010,,,,,
Female,80+,Asian,23630,9352,7903,5150,,,,,
Female,80+,Black,62816,24170,21720,14295,,,,,
Female,80+,Hispanic,219613,88381,74686,46874,,,,,
Female,80+,Other,339220,115691,107951,83784,,,,,
Female,80+,Unknown,43409,22717,15651,4880,,,,,
Female,80+,White,502715,189872,172439,114781,,,,,
Female,Unknown,Asian,69,55,14,0,,,,,
Female,Unknown,Black,134,108,26,0,,,,,
Female,Unknown,Hispanic,777,661,115,,,,,,
Female,Unknown,Other,145,116,29,0,,,,,
Female,Unknown,Unknown,694,609,85,0,,,,,
Female,Unknown,White,508,408,100,0,,,,,
Male, 6mo-4yr,Asian,4709,3464,476,0,,,,,
Male, 6mo-4yr,Black,2159,1631,143,0,,,,,
Male, 6mo-4yr,Hispanic,18330,14813,820,0,,,,,
Male, 6mo-4yr,Other,2600,1912,266,0,,,,,
Male, 6mo-4yr,Unknown,1412,1254,68,0,,,,,
Male, 6mo-4yr,White,13062,9413,1728,0,,,,,
Male,2022-05-11 00:00:00,Asian,65093,33750,28132,3175,,,,,
Male,2022-05-11 00:00:00,Black,49392,27088,20688,1596,,,,,
Male,2022-05-11 00:00:00,Hispanic,535217,321726,198394,14926,,,,,
Male,2022-05-11 00:00:00,Other,187177,98919,78510,9671,,,,,
Male,2022-05-11 00:00:00,Unknown,34925,22235,12177,509,,,,,
Male,2022-05-11 00:00:00,White,156375,82698,65500,8096,,,,,
Male,2022-12-15 00:00:00,Asian,55525,25835,22822,6824,,,,,
Male,2022-12-15 00:00:00,Black,75129,38378,31713,4991,,,,,
Male,2022-12-15 00:00:00,Hispanic,606454,328335,238704,39155,,,,,
Male,2022-12-15 00:00:00,Other,255100,123947,106885,23969,,,,,
Male,2022-12-15 00:00:00,Unknown,24372,14897,8617,861,,,,,
Male,2022-12-15 00:00:00,White,205327,102323,85695,17164,,,,,
Male,16-49,Asian,708250,333462,284538,123951,,,,,
Male,16-49,Black,767312,385775,320625,86463,,,,,
Male,16-49,Hispanic,3918309,2050748,1625027,411739,,,,,
Male,16-49,Other,1610962,768446,655474,245233,,,,,
Male,16-49,Unknown,427646,267141,160936,24268,,,,,
Male,16-49,White,2806574,1383836,1185856,374066,,,,,
Male,50-64,Asian,229571,95488,84051,49068,,,,,
Male,50-64,Black,426330,184011,162532,80530,,,,,
Male,50-64,Hispanic,1495066,665406,566868,265814,,,,,
Male,50-64,Other,885928,348921,317361,191195,,,,,
Male,50-64,Unknown,170389,94457,65718,17013,,,,,
Male,50-64,White,1773364,774899,691227,320915,,,,,
Male,65-79,Asian,107048,41668,35175,23961,,,,,
Male,65-79,Black,199838,76522,68425,45847,,,,,
Male,65-79,Hispanic,711887,281369,242285,156797,,,,,
Male,65-79,Other,832110,281190,263172,207171,,,,,
Male,65-79,Unknown,103694,53904,37426,12992,,,,,
Male,65-79,White,1473489,567389,512672,324743,,,,,
Male,80+,Asian,19104,7242,6179,4360,,,,,
Male,80+,Black,29059,11370,9865,6508,,,,,
Male,80+,Hispanic,133517,53041,44910,29145,,,,,
Male,80+,Other,208889,69469,64613,52522,,,,,
Male,80+,Unknown,28744,15235,10110,3267,,,,,
Male,80+,White,362304,135780,121726,83394,,,,,
Male,Unknown,Asian,64,49,15,0,,,,,
Male,Unknown,Black,98,79,19,0,,,,,
Male,Unknown,Hispanic,726,618,108,0,,,,,
Male,Unknown,Other,117,93,24,0,,,,,
Male,Unknown,Unknown,496,436,60,0,,,,,
Male,Unknown,White,426,350,76,0,,,,,
Unknown, 6mo-4yr,Asian,2,2,,0,,,,,
Unknown, 6mo-4yr,Hispanic,4,4,,0,,,,,
Unknown, 6mo-4yr,Other,9,8,,0,,,,,
Unknown, 6mo-4yr,Unknown,11,10,,0,,,,,
Unknown,2022-05-11 00:00:00,Asian,38,24,13,,,,,,
Unknown,2022-05-11 00:00:00,Black,12,8,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,815,701,113,,,,,,
Unknown,2022-05-11 00:00:00,Other,95,70,24,,,,,,
Unknown,2022-05-11 00:00:00,Unknown,139,90,44,,,,,,
Unknown,2022-05-11 00:00:00,White,45,32,10,,,,,,
Unknown,2022-12-15 00:00:00,Asian,30,17,10,,,,,,
Unknown,2022-12-15 00:00:00,Black,38,24,14,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,1084,981,102,,,,,,
Unknown,2022-12-15 00:00:00,Other,120,79,38,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,128,107,20,,,,,,
Unknown,2022-12-15 00:00:00,White,125,79,43,,,,,,
Unknown,16-49,Asian,1424,794,609,105,,,,,
Unknown,16-49,Black,1559,889,693,69,,,,,
Unknown,16-49,Hispanic,13979,8957,6468,569,,,,,
Unknown,16-49,Other,10322,6339,4414,373,,,,,
Unknown,16-49,Unknown,5686,3530,2259,211,,,,,
Unknown,16-49,White,7250,4010,3310,269,,,,,
Unknown,50-64,Asian,617,316,255,61,,,,,
Unknown,50-64,Black,667,353,287,63,,,,,
Unknown,50-64,Hispanic,6146,3241,2795,426,,,,,
Unknown,50-64,Other,6190,3600,2660,303,,,,,
Unknown,50-64,Unknown,1836,1056,741,149,,,,,
Unknown,50-64,White,3840,2054,1743,168,,,,,
Unknown,65-79,Asian,424,197,160,59,,,,,
Unknown,65-79,Black,380,192,153,46,,,,,
Unknown,65-79,Hispanic,2995,1565,1265,250,,,,,
Unknown,65-79,Other,3792,2168,1523,242,,,,,
Unknown,65-79,Unknown,1128,624,416,96,,,,,
Unknown,65-79,White,2851,1511,1227,157,,,,,
Unknown,80+,Asian,107,56,40,8,,,,,
Unknown,80+,Black,101,59,36,11,,,,,
Unknown,80+,Hispanic,742,398,311,54,,,,,
Unknown,80+,Other,952,602,335,47,,,,,
Unknown,80+,Unknown,375,244,119,16,,,,,
Unknown,80+,White,830,465,329,51,,,,,
Unknown,Unknown,Asian,1,1,,0,,,,,
Unknown,Unknown,Hispanic,5,5,,0,,,,,
Unknown,Unknown,Other,68,63,5,0,,,,,
Unknown,Unknown,Unknown,13,12,1,0,,,,,
Unknown,Unknown,White,17,16,1,0,,,,,
Grand Total,Total,Total,46560597,21451652,17906700,7303573,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
