County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Jack,2021-02-03 00:00:00,3900,4604,2653,2214,7655,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,9181,5093,4449,12264,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15270,17031,9449,8365,29963,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,2021-09-10 00:00:00,1400,2080,1136,1011,2246,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,241300,157283,88275,71558,209484,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,4699,2635,2101,4107,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,35525,31173,17469,14563,32896,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2021-02-03 00:00:00,105100,105714,58602,50381,145438,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2021-02-03 00:00:00,3300,10682,6320,5474,17778,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,10871,6222,5499,13389,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2021-02-03 00:00:00,65950,89568,51364,41840,110544,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,19400,40745,23169,19592,40495,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,341,184,162,333,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2021-02-03 00:00:00,0,418,238,209,646,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,34872,19794,16700,46093,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,2021-09-10 00:00:00,2900,2816,1599,1351,3832,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,68,42,32,215,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,2308,1303,1051,3211,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,59725,28133,15438,13170,25919,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2021-02-03 00:00:00,2300,2120,1159,1082,3024,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24535,6194,3468,3009,6477,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,28200,26379,14588,12966,41942,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,7617,4306,3757,10452,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,12179,7145,5936,18448,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8700,12216,7083,6275,17169,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5900,10820,6165,5206,14935,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,8932,5334,4508,14753,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,42565,44290,25901,20461,71663,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,8100,11441,6797,5644,20032,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1486,814,741,2698,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3400,5752,3172,2736,10565,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6800,16991,9610,8433,19603,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,2021-09-10 00:00:00,0,61,34,27,130,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,239890,211701,117603,101572,261427,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,3377,1871,1619,4851,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,4100,7850,4600,3824,12264,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,5232,3004,2609,8663,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,2021-09-10 00:00:00,2400,2543,1488,1170,4473,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,2021-09-10 00:00:00,2000,3111,1689,1524,3712,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16950,23697,13564,11036,30169,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,46700,53640,34351,22459,46417,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,2021-09-10 00:00:00,4400,4005,2298,1909,6865,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,153530,165183,94976,80143,215130,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,466,264,239,640,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,18100,36491,20953,18038,44092,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,2021-09-10 00:00:00,1400,1537,865,806,1888,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,2021-09-10 00:00:00,135835,104512,57477,49396,141259,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,11200,15087,8304,7284,21093,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2600,2971,1675,1413,4242,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2021-02-03 00:00:00,4000,4256,2301,2079,7286,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2021-02-03 00:00:00,4950,9867,5628,4840,16816,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,404890,450062,259026,208120,503062,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7240,13756,7826,6186,16411,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,6618,3854,3275,10449,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,574,363,222,1051,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,33100,37239,22465,18637,54401,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2021-02-03 00:00:00,33100,31337,17466,14710,41283,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4588,2516,2212,11888,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2021-02-03 00:00:00,9000,7996,4863,4392,12204,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,289725,282101,158197,132982,303484,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,5538,3042,2722,7814,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,1022,569,486,1894,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,5300,37627,21544,17611,69350,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2021-02-03 00:00:00,6500,14987,8394,7319,24719,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,8826,5266,4427,19777,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2021-02-03 00:00:00,73730,88465,48802,43217,119419,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,5498,3084,2720,7816,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,2021-09-10 00:00:00,6700,12274,7073,5948,13080,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,29570,16748,14259,44390,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,194195,68717,39182,31353,95273,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,2021-09-10 00:00:00,5300,9434,5336,4344,5392,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,6042,3368,2926,10798,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,86852,48546,41290,116059,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,2021-09-10 00:00:00,1400,1870,1098,988,3078,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,2000,2507,1353,1221,3070,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,6116,3495,3166,10450,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,2021-09-10 00:00:00,31075,9969,5320,4762,13495,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,5297,2874,2550,5921,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,359,196,179,730,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,9920,5835,4978,14349,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2021-02-03 00:00:00,59095,84132,48194,39272,86906,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2021-02-03 00:00:00,7600,6167,3420,3124,8726,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11670,25716,14905,12691,46536,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5694,3125,2868,9359,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4995,2772,2387,7135,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,12844,7455,6390,24882,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20170,48336,27837,22866,54942,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2100,2916,1670,1351,5279,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,2021-09-10 00:00:00,1800,1743,947,855,2399,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2021-02-03 00:00:00,7395,9729,5659,4884,14012,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2021-02-03 00:00:00,1700,1779,977,849,2804,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,10172,6007,4988,20862,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1516,894,700,2478,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,209370,145842,80081,69236,194878,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2021-02-03 00:00:00,5100,5468,3071,2770,7823,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,43780,67528,39073,34297,49864,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2021-02-03 00:00:00,3400,4361,2554,2283,8039,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,2021-09-10 00:00:00,700,674,381,299,1042,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2021-02-03 00:00:00,1700,825,464,423,1164,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,2021-09-10 00:00:00,2400,2465,1325,1175,3139,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2600,3693,2234,1983,6211,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2021-02-03 00:00:00,1449310,1623789,902234,767449,1738948,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2021-02-03 00:00:00,94735,85869,47919,41333,115070,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,2021-09-10 00:00:00,0,644,361,299,678,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8590,7116,4071,3564,10047,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2021-02-03 00:00:00,2100,1021,544,497,1314,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,25200,16865,9732,7701,26439,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,2021-09-10 00:00:00,95140,77071,41760,37154,99574,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,2165090,1299989,735843,614440,1092827,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,5050,8508,4871,4134,12733,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,9300,10817,5904,5282,18949,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5300,17917,10112,8776,35243,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,2021-09-10 00:00:00,3200,2258,1232,1037,2953,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,31145,19172,10716,9151,21980,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,43030,38391,23800,17033,39580,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,13100,27589,15662,13676,48037,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,60590,61001,33371,29168,76348,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,36770,46880,27687,21987,66420,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,15640,30545,17570,14368,46544,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,2021-09-10 00:00:00,4940,6861,3827,3341,9651,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,63100,26506,14659,12570,30940,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,206550,296857,171893,139095,215919,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,18490,27444,15923,13249,34591,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,3000,2619,1510,1321,4211,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2021-02-03 00:00:00,76520,81006,45820,40687,111604,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2021-02-03 00:00:00,10600,8586,4924,4532,10971,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,8300,18208,10344,8365,18065,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,449190,561572,319567,264575,493204,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,23300,33896,19571,16584,43258,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
